,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Category,Sum
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,14-06-2021 07:56,GIF,healthy eating,#N/A,#N/A,,,
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,05-06-2021 18:00,video,healthy eating,#N/A,#N/A,,,
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,18-11-2020 23:37,GIF,healthy eating,#N/A,#N/A,,,
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,09-05-2021 02:42,GIF,healthy eating,#N/A,#N/A,,,
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,11-05-2021 08:38,video,healthy eating,#N/A,#N/A,,,
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,12-11-2020 08:00,GIF,healthy eating,#N/A,#N/A,,,
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,21-06-2020 16:57,photo,healthy eating,#N/A,#N/A,,,
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,04-03-2021 23:58,audio,healthy eating,#N/A,#N/A,,,
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,09-07-2020 16:47,photo,healthy eating,#N/A,#N/A,,,
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,01-08-2020 19:16,video,healthy eating,#N/A,#N/A,,,
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23-11-2020 22:46,audio,healthy eating,#N/A,#N/A,,,
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,11-12-2020 14:08,GIF,healthy eating,#N/A,#N/A,,,
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23-04-2021 23:41,GIF,healthy eating,#N/A,#N/A,,,
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,13-11-2020 00:33,photo,healthy eating,#N/A,#N/A,,,
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,09-06-2021 10:13,video,healthy eating,#N/A,#N/A,,,
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,29-10-2020 19:41,GIF,healthy eating,#N/A,#N/A,,,
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,14-05-2021 12:47,video,healthy eating,#N/A,#N/A,,,
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,04-08-2020 05:40,GIF,healthy eating,#N/A,#N/A,,,
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,07-08-2020 04:09,photo,healthy eating,#N/A,#N/A,,,
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,23-10-2020 21:19,GIF,healthy eating,#N/A,#N/A,,,
91,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,14-11-2020 23:53,GIF,healthy eating,#N/A,#N/A,,,
92,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,04-08-2020 19:26,photo,healthy eating,#N/A,#N/A,,,
93,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,12-11-2020 04:54,video,healthy eating,#N/A,#N/A,,,
94,356fff80-da4d-4785-9f43-bc1261031dc6,,28-08-2020 23:43,,,,,,,
95,356fff80-da4d-4785-9f43-bc1261031dc6,worried,03-04-2021 12:17,photo,technology,#N/A,#N/A,,,
96,356fff80-da4d-4785-9f43-bc1261031dc6,want,27-09-2020 22:15,GIF,technology,#N/A,#N/A,,,
97,356fff80-da4d-4785-9f43-bc1261031dc6,heart,27-10-2020 05:45,video,technology,#N/A,#N/A,,,
98,356fff80-da4d-4785-9f43-bc1261031dc6,scared,15-10-2020 09:11,video,technology,#N/A,#N/A,,,
99,356fff80-da4d-4785-9f43-bc1261031dc6,heart,07-05-2021 09:16,video,technology,#N/A,#N/A,,,
100,356fff80-da4d-4785-9f43-bc1261031dc6,hate,16-09-2020 08:39,photo,technology,#N/A,#N/A,,,
101,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,29-10-2020 15:38,photo,technology,#N/A,#N/A,,,
102,01ab84dd-6364-4236-abbb-3f237db77180,,08-02-2021 21:55,,,,,,,
103,01ab84dd-6364-4236-abbb-3f237db77180,scared,24-05-2021 18:03,video,food,#N/A,#N/A,,,
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,,16-10-2020 07:42,,,,,,,
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,25-02-2021 20:02,audio,cooking,#N/A,#N/A,,,
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,02-05-2021 03:45,video,cooking,#N/A,#N/A,,,
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,28-01-2021 08:49,GIF,cooking,#N/A,#N/A,,,
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,15-02-2021 13:06,audio,cooking,#N/A,#N/A,,,
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,04-11-2020 21:25,video,cooking,#N/A,#N/A,,,
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,23-06-2020 22:12,photo,cooking,#N/A,#N/A,,,
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,16-02-2021 04:01,audio,cooking,#N/A,#N/A,,,
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,03-01-2021 08:44,video,cooking,#N/A,#N/A,,,
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,25-11-2020 12:45,video,cooking,#N/A,#N/A,,,
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,03-12-2020 16:47,audio,cooking,#N/A,#N/A,,,
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,22-05-2021 21:03,GIF,cooking,#N/A,#N/A,,,
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,18-01-2021 13:39,video,cooking,#N/A,#N/A,,,
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,06-01-2021 00:35,video,cooking,#N/A,#N/A,,,
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,14-05-2021 14:33,photo,cooking,#N/A,#N/A,,,
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,27-05-2021 15:21,GIF,cooking,#N/A,#N/A,,,
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,21-07-2020 02:12,photo,cooking,#N/A,#N/A,,,
121,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,26-05-2021 06:09,photo,cooking,#N/A,#N/A,,,
122,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,25-02-2021 03:16,GIF,cooking,#N/A,#N/A,,,
123,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,07-12-2020 22:50,photo,cooking,#N/A,#N/A,,,
124,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,24-10-2020 14:06,photo,cooking,#N/A,#N/A,,,
125,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,01-09-2020 21:18,GIF,cooking,#N/A,#N/A,,,
126,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,10-05-2021 22:07,GIF,cooking,#N/A,#N/A,,,
127,3f8590c7-6ab2-4973-805a-90cdec355f05,,07-12-2020 12:12,,,,,,,
128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,12-02-2021 16:37,photo,dogs,#N/A,#N/A,,,
129,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,28-04-2021 15:22,video,dogs,#N/A,#N/A,,,
130,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,24-01-2021 00:38,video,dogs,#N/A,#N/A,,,
131,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,18-03-2021 01:53,audio,dogs,#N/A,#N/A,,,
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,14-01-2021 07:21,GIF,dogs,#N/A,#N/A,,,
133,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,23-12-2020 04:11,audio,dogs,#N/A,#N/A,,,
134,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,21-05-2021 07:23,photo,dogs,#N/A,#N/A,,,
135,3f8590c7-6ab2-4973-805a-90cdec355f05,like,28-03-2021 23:25,video,dogs,#N/A,#N/A,,,
136,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,16-09-2020 07:33,video,dogs,#N/A,#N/A,,,
137,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,08-11-2020 10:53,GIF,dogs,#N/A,#N/A,,,
138,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,06-03-2021 05:23,photo,dogs,#N/A,#N/A,,,
139,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,13-01-2021 23:35,audio,dogs,#N/A,#N/A,,,
140,3f8590c7-6ab2-4973-805a-90cdec355f05,want,06-09-2020 22:35,photo,dogs,#N/A,#N/A,,,
141,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,24-06-2020 09:31,video,dogs,#N/A,#N/A,,,
142,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,07-02-2021 21:39,audio,dogs,#N/A,#N/A,,,
143,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,21-01-2021 18:28,GIF,dogs,#N/A,#N/A,,,
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,27-02-2021 00:21,video,dogs,#N/A,#N/A,,,
145,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,22-08-2020 12:06,audio,dogs,#N/A,#N/A,,,
146,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,03-08-2020 06:29,video,dogs,#N/A,#N/A,,,
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02-08-2020 06:20,video,dogs,#N/A,#N/A,,,
148,3f8590c7-6ab2-4973-805a-90cdec355f05,want,04-06-2021 04:57,GIF,dogs,#N/A,#N/A,,,
149,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,21-10-2020 09:07,video,dogs,#N/A,#N/A,,,
150,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,26-12-2020 19:46,photo,dogs,#N/A,#N/A,,,
151,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02-03-2021 22:47,video,dogs,#N/A,#N/A,,,
152,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,31-03-2021 09:48,audio,dogs,#N/A,#N/A,,,
153,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,14-06-2021 13:44,photo,dogs,#N/A,#N/A,,,
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,27-12-2020 17:04,video,dogs,#N/A,#N/A,,,
155,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,11-02-2021 03:51,GIF,dogs,#N/A,#N/A,,,
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,07-12-2020 19:07,GIF,dogs,#N/A,#N/A,,,
157,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,28-12-2020 08:31,video,dogs,#N/A,#N/A,,,
158,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,26-10-2020 05:27,video,dogs,#N/A,#N/A,,,
159,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,26-09-2020 18:43,video,dogs,#N/A,#N/A,,,
160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,25-11-2020 13:01,photo,dogs,#N/A,#N/A,,,
161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11-07-2020 05:51,video,dogs,#N/A,#N/A,,,
162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,19-03-2021 16:23,GIF,dogs,#N/A,#N/A,,,
163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,11-10-2020 18:31,audio,dogs,#N/A,#N/A,,,
164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,02-11-2020 20:15,video,dogs,#N/A,#N/A,,,
165,3f8590c7-6ab2-4973-805a-90cdec355f05,want,01-10-2020 03:35,video,dogs,#N/A,#N/A,,,
166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,11-02-2021 20:10,video,dogs,#N/A,#N/A,,,
167,3f8590c7-6ab2-4973-805a-90cdec355f05,want,07-02-2021 15:59,photo,dogs,#N/A,#N/A,,,
168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,17-10-2020 11:46,audio,dogs,#N/A,#N/A,,,
169,3f8590c7-6ab2-4973-805a-90cdec355f05,like,09-08-2020 19:41,photo,dogs,#N/A,#N/A,,,
170,3f8590c7-6ab2-4973-805a-90cdec355f05,love,01-02-2021 02:40,photo,dogs,#N/A,#N/A,,,
171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,30-01-2021 09:36,audio,dogs,#N/A,#N/A,,,
172,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,,09-10-2020 13:22,,,,,,,
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,31-03-2021 15:24,audio,technology,#N/A,#N/A,,,
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,05-02-2021 17:00,video,technology,#N/A,#N/A,,,
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,19-02-2021 16:29,audio,technology,#N/A,#N/A,,,
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,25-07-2020 00:00,audio,technology,#N/A,#N/A,,,
177,0bedca96-fb76-4287-a83c-17330ed39cce,,24-08-2020 10:06,,,,,,,
178,0bedca96-fb76-4287-a83c-17330ed39cce,adore,13-07-2020 02:38,video,soccer,#N/A,#N/A,,,
179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,13-01-2021 13:11,GIF,soccer,#N/A,#N/A,,,
180,0bedca96-fb76-4287-a83c-17330ed39cce,worried,02-01-2021 16:46,GIF,soccer,#N/A,#N/A,,,
181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,26-11-2020 02:25,photo,soccer,#N/A,#N/A,,,
182,0bedca96-fb76-4287-a83c-17330ed39cce,want,25-08-2020 19:18,GIF,soccer,#N/A,#N/A,,,
183,0bedca96-fb76-4287-a83c-17330ed39cce,hate,01-02-2021 00:15,audio,soccer,#N/A,#N/A,,,
184,0bedca96-fb76-4287-a83c-17330ed39cce,love,04-06-2021 14:36,video,soccer,#N/A,#N/A,,,
185,0bedca96-fb76-4287-a83c-17330ed39cce,adore,19-08-2020 13:38,audio,soccer,#N/A,#N/A,,,
186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,22-04-2021 02:08,audio,soccer,#N/A,#N/A,,,
187,0bedca96-fb76-4287-a83c-17330ed39cce,super love,26-06-2020 10:33,audio,soccer,#N/A,#N/A,,,
188,0bedca96-fb76-4287-a83c-17330ed39cce,like,15-08-2020 18:16,photo,soccer,#N/A,#N/A,,,
189,0bedca96-fb76-4287-a83c-17330ed39cce,love,26-11-2020 13:42,GIF,soccer,#N/A,#N/A,,,
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,,03-12-2020 17:41,,,,,,,
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,14-04-2021 00:56,video,public speaking,#N/A,#N/A,,,
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,21-07-2020 21:27,GIF,public speaking,#N/A,#N/A,,,
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,29-03-2021 06:57,GIF,public speaking,#N/A,#N/A,,,
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,20-05-2021 16:11,video,public speaking,#N/A,#N/A,,,
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,02-11-2020 06:09,audio,public speaking,#N/A,#N/A,,,
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,24-10-2020 15:37,video,public speaking,#N/A,#N/A,,,
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,07-09-2020 14:42,GIF,public speaking,#N/A,#N/A,,,
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,04-03-2021 02:46,audio,public speaking,#N/A,#N/A,,,
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,07-01-2021 14:08,photo,public speaking,#N/A,#N/A,,,
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,06-07-2020 11:18,audio,public speaking,#N/A,#N/A,,,
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,27-03-2021 04:56,GIF,public speaking,#N/A,#N/A,,,
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21-11-2020 21:25,audio,public speaking,#N/A,#N/A,,,
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,22-08-2020 01:25,audio,public speaking,#N/A,#N/A,,,
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,14-06-2021 11:45,GIF,public speaking,#N/A,#N/A,,,
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,15-07-2020 19:28,video,public speaking,#N/A,#N/A,,,
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21-03-2021 14:39,audio,public speaking,#N/A,#N/A,,,
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,07-04-2021 03:15,photo,public speaking,#N/A,#N/A,,,
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,24-04-2021 06:56,video,public speaking,#N/A,#N/A,,,
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,30-09-2020 14:05,GIF,public speaking,#N/A,#N/A,,,
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,19-07-2020 19:28,audio,public speaking,#N/A,#N/A,,,
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,21-01-2021 07:08,video,public speaking,#N/A,#N/A,,,
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,31-01-2021 13:48,GIF,public speaking,#N/A,#N/A,,,
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,24-12-2020 03:24,photo,public speaking,#N/A,#N/A,,,
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,27-05-2021 01:44,GIF,public speaking,#N/A,#N/A,,,
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,13-02-2021 04:14,audio,public speaking,#N/A,#N/A,,,
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,14-07-2020 04:36,GIF,public speaking,#N/A,#N/A,,,
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,15-07-2020 16:03,video,public speaking,#N/A,#N/A,,,
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,08-10-2020 17:23,audio,public speaking,#N/A,#N/A,,,
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,12-11-2020 23:55,video,public speaking,#N/A,#N/A,,,
